製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3153 C3,1040630.0,100 units/瓶/盒,"100 units/瓶/盒 × 12,992盒",12992,1011105,
血液製劑類,百達醫療產品股份有限公司,百特愛締絲低溫冷凍密合劑溶液,VND6M014,1030630.0,1 mL/支 × 2支/組/盒,1 mL/支 × 2支/組/盒 × 716盒,716,1020121,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧五合一疫苗(白喉/破傷風/無細胞性百日咳/去活性小兒麻痺/b型流行性感冒嗜血桿菌混合疫苗),"A20CA837A, A20LA837A/A20FA837A",1030731.0,1劑/盒,"1劑/盒 × 40,050盒",40050,1011224,"破損號碼： AI509984, AI509996, AI526468, AI527023, AI527853, AI528988, AI529091, AI529955, AI531686，共9張"
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,補施追疫苗,"AC37B088AK, AC37B088A",1030531.0,1劑/0.5 mL/支/盒,1劑/0.5 mL/支/盒 × 990盒,990,1011226,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,白喉破傷風非細胞性百日咳、b型嗜血桿菌與不活化小兒麻痺混合疫苗,"J2128-1, H7233/H8390",1030930.0,1劑/盒,"1劑/盒 × 1,480盒",1480,1011121,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,白喉破傷風非細胞性百日咳、b型嗜血桿菌與不活化小兒麻痺混合疫苗,"J2170-1, J7003/H8392",1030930.0,1劑/盒,"1劑/盒 × 98,160盒",98160,1011121,於封緘作業時毀損8張封條(AI040908、AI040909、AI046915、AI049598、AI063523、AI064302、AI089265及AI089280)，補封緘條AH994977~AH994984共計8張。
血液製劑類,吉發企業股份有限公司,貝靈B型肝炎免疫球蛋白注射液,07646811W,1030930.0,1 mL/支/盒,1 mL/支/盒 × 190盒,190,1011203,
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2M021,1030331.0,500 U/瓶/盒,"500 U/瓶/盒 × 2,504 盒",2504,1011213,
血液製劑類,吉發企業股份有限公司,貝靈血清蛋白注射液20%,C0344411A,1060531.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 31,857盒",31857,1011126,"因AH923784,AH931332,AH942350,AH947412四張毀損,補發AH995176-AH995179共計4張."
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2M028,1030331.0,1 mL/支 × 2支/組/盒,"1 mL/支 × 2支/組/盒 × 1,898組/盒",1898,1011226,
血液製劑類,泛泰醫療產品有限公司,百特伊美耐高純度第九凝血因子注射劑600國際單位,VNC1M008,1030228.0,600 IU/瓶/盒,600 IU/瓶/盒 × 300 盒,300,1011121,"AH922002-AH922003,AH922010,AH922032-AH922043共15張破損"
血液製劑類,泛泰醫療產品有限公司,百特威保1000U抗抑制子凝血複合物,VNF2M035,1030531.0,1000 U/瓶/盒,1000 U/瓶/盒 × 760盒,760,1011219,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧五合一疫苗(白喉/破傷風/無細胞性百日咳/去活性小兒麻痺/b型流行性感冒嗜血桿菌混合疫苗),"A20CA838A, A20LA838A/A20FA838A",1030731.0,1劑/盒,"1劑/盒 × 40,050盒",40050,1011218,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NLGT1,1040803.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 22,181盒",22181,1011123,
血液製劑類,上合貿易股份有限公司,愛默人體血清白蛋白20%注射劑,P826207,1040727.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 18,785盒",18785,1011212,"3張破損,補發AH999412~AH999414共3張"
疫苗及類毒素類,裕利股份有限公司,瑞犬伏狂犬病疫苗注射用凍晶粉末,497011C,1040531.0,1劑/瓶/盒,1劑/瓶/盒 × 450盒,450,1011112,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1211,1040531.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,866盒; 7瓶/盒 × 1盒",37334,1020118,"AI924188,AI924852毀損"
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1212,1040531.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,925盒; 6瓶/盒 × 1盒",38512,1020122,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1213,1040531.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,927盒；3瓶/盒 × 1盒",38546,1020122,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1214,1040531.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,922盒; 3瓶/盒 × 1盒",38446,1020117,AI947385損毀
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1215,1040531.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,878盒；8瓶/盒 × 1盒",37576,1020115,AI920046缺損
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1208,1040531.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,900盒; 2瓶/盒 × 1盒",38004,1020115,AI915483缺損
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1209,1040531.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,903盒；5瓶/盒 × 1盒",38070,1020115,"AI918724被覆蓋無法辨識,AI917801,AI918712,AI917416缺損"
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TTAB1210,1040531.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,909盒; 8瓶/盒 × 1盒",38196,1020118,"AI921108,AI921599,AI922602毀損"
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NLL51,1040904.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 13,415盒",13415,1011204,
血液製劑類,賽諾菲股份有限公司,兔抗胸腺細胞免疫球蛋白,"C2216H14, C2216",1030831.0,25 mg/瓶/盒,"25 mg/瓶/盒 × 1,401盒",1401,1011204,
疫苗及類毒素類,台灣諾華股份有限公司,瑞犬伏狂犬病疫苗注射用凍晶粉末,497011C,1040531.0,1劑/瓶/盒,1劑/瓶/盒 × 530盒,530,1011123,
血液製劑類,吉發企業股份有限公司,貝靈血清蛋白注射液20%,C0844411A,1060531.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 32,768盒",32768,1011220,小封條AI427657、AI458220及430095破損，補發AH999434~AH999436。
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,保蓓人類乳突病毒第16/18型疫苗,"AHPVA185AB, AHPVA185A",1041231.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 11,760盒",11760,1020110,"AI903510損毀,補發AJ049097"
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","H018885,0000150239",1040620.0,1劑/0.5 mL/支/盒,1劑/0.5 mL/支/盒 × 873盒,873,1020107,
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2M040,1030630.0,500 U/瓶/盒,"500 U/瓶/盒 × 2,500盒",2500,1020121,小封條AI944029、AI944157、AI944578、AI945215、AI945277、AI945279、AI945292及AI946165破損，補發AJ49098~AJ49105共8張。
抗毒素及抗血清類,天行貿易股份有限公司,白喉抗毒素,204R,1030331.0,"10,000 IU/瓶/盒","10,000 IU/瓶/盒 × 20盒",20,1011204,
抗毒素及抗血清類,行政院衛生署疾病管制局,抗龜殼花及赤尾鮐蛇毒血清凍晶注射劑,FH10102,1061130.0,1劑/瓶/盒,1劑/瓶/盒 × 992盒,992,1011221,"廠商於清點封條數量時抽出即損毀AI605367共1張,補發AH999437共1張"
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA620AB, AROLA620A",1031231.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 9,820盒",9820,1020123,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA633AC, AROLA633A",1040131.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 4,500盒",4500,1020123,小封條AJ046512及AJ046489於封緘作業時耗損，補發AJ191922及AJ191923。
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVC241BF,AHBVC241B",1040430.0,1劑/1 mL/瓶 × 25瓶/盒,"1劑/1 mL/瓶 × 25瓶/盒 × 2,500盒；8瓶/盒 × 1盒",62508,1011228,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"T3620, 0756AE/0674352",1030417.0,1劑/0.5 mL/瓶 × 10瓶/盒,1劑/0.5 mL/瓶 × 10瓶/盒 × 977盒,9770,1020114,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,唯德不活化A型肝炎疫苗,"T3484, 0651AE/0673511",1040124.0,1劑/0.5 mL/瓶 × 10瓶/盒,1劑/0.5 mL/瓶 × 10瓶/盒 × 479盒,4790,1020114,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑(第二代),VND3M062,1030831.0,1 mL/支 × 2支/組/盒,1 mL/支 × 2支/組/盒 × 923盒,923,1020201,
血液製劑類,世信生物科技股份有限公司,國血製劑益康人類免疫球蛋白靜脈注射劑,3740500842,1040905.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 11,862盒",11862,1011225,
血液製劑類,世信生物科技股份有限公司,國血製劑益康高純度第九凝血因子注射劑,3250920211,1030817.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,259盒",1259,1020109,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑(第二代),VND3M061,1030831.0,2 mL/支 × 2支/組/盒,2 mL/支 × 2支/組/盒 × 460盒,460,1020109,
血液製劑類,吉發企業股份有限公司,貝靈第八凝血因子注射劑,B8066911B,1040831.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 2,952盒",2952,1020207,"一張破損(AJ222678) ,補發 AJ331626"
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2M035,1030331.0,5 mL/支 × 2支/組/盒,5 mL/支 × 2支/組/盒 × 360盒,360,1020221,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,新赫寶克,"AHAVB681AC, AHAVB681A",1040531.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 33,040盒",33040,1011228,封條號碼AI638715、AI634695、AI640130、AI655412、AI655779及AI663800共6張壞損，補發6張
疫苗及類毒素類,行政院衛生署疾病管制局,凍結乾燥卡介苗,BG0310106,1031213.0,30劑/1.5mg/瓶 × 10瓶/盒,30劑/1.5mg/瓶 × 10瓶/盒 × 651盒,195300,1020218,
其他生物藥品類,海喬國際股份有限公司,儷緻注射劑,E10529,1030228.0,500 units/瓶/盒,"500 units/瓶/盒 × 4,968盒",4968,1020117,
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3193 C3,1040831.0,100 units/瓶/盒,"100 units/瓶/盒 × 8,460盒",8460,1020118,
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3211 C2,1040831.0,50 units/瓶/盒,"50 units/瓶/盒 × 3,000盒",3000,1020125,
疫苗及類毒素類,和聯生技藥業股份有限公司,日本腦炎疫苗(Boryung Japanese Encephalitis Vaccine),00412020,1030318.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 5,255盒",52550,1020123,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G60022, F45020",1040331.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 51,739盒",51739,1020129,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G61209, F45022",1040331.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 35,961盒",35961,1020201,
疫苗及類毒素類,和聯生技藥業股份有限公司,日本腦炎疫苗(Boryung Japanese Encephalitis Vaccine),00412023,1030327.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 5,146盒",51460,1020123,
疫苗及類毒素類,和聯生技藥業股份有限公司,日本腦炎疫苗(Boryung Japanese Encephalitis Vaccine),00412022,1030325.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 5,305盒",53050,1020123,
疫苗及類毒素類,和聯生技藥業股份有限公司,日本腦炎疫苗(Boryung Japanese Encephalitis Vaccine),00412021,1030320.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 5,294盒",52940,1020123,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"G61209, F45022",1040331.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 86,604盒",86604,1020129,封條號碼AJ115430、AJ116807、AJ140869、AJ140919、AJ147410、AJ149059、AJ151995、AJ162835、AJ167509、AJ182402及AJ188835破損，補發AJ207090~AJ207094及AJ219558~AJ219563共11張
血液製劑類,吉發企業股份有限公司,愛默人體血清白蛋白25%注射液,P904709,1040910.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 17,931盒",17931,1020107,"AI874946,AI874947,AI874919,AI875846,AI876263,AI876269,AI881247,AI883888,AI884376共9張封條破損，補發AI915348～AI915356"
血液製劑類,科懋生物科技股份有限公司,血基賞濃縮輸注液 25毫克/毫升,20501,1030531.0,10 mL/瓶 × 4瓶/盒,10 mL/瓶 × 4瓶/盒 × 59盒；2 瓶/盒 × 1盒,238,1020116,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"T3786, 1414AA/0672406",1031126.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 11,095盒",110950,1020125,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"T3787, 1421AA/0672408",1031126.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 7,985盒",79850,1020131,AJ193697及AJ192591破損，補發AJ219564及AJ219565。
血液製劑類,天行貿易股份有限公司,白蛋白注射劑20%,26NLHP1,1040811.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 1,976盒",1976,1020111,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑20%,26NL8X1,1040627.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 2,158盒",2158,1020201,實際封緘日期為102年1月28日
血液製劑類,天行貿易股份有限公司,白蛋白注射劑20%,26NL2L1,1040426.0,50 mL/瓶/盒,50 mL/瓶/盒 × 842盒,842,1020117,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2M038,1030331.0,1 mL/支 × 2支/組/盒,1 mL/支 × 2支/組/盒 × 616盒,616,1020111,
血液製劑類,台灣綠十字股份有限公司,艾爾補定注射液25%,B1NE2B1001,1040919.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 9,281盒",9281,1020117,
疫苗及類毒素類,台灣綠十字股份有限公司,日本腦炎疫苗(Japanese Encephalitis Vaccine-GCC inj.),J202062,1030316.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 6,980盒",69800,1020222,AJ334545破損1張
疫苗及類毒素類,台灣綠十字股份有限公司,日本腦炎疫苗(Japanese Encephalitis Vaccine-GCC inj.),J202063,1030317.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 6,980盒",69800,1020222,"AJ342896,342930破損2張"
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,輪達停口服活性五價輪狀病毒疫苗,"H018855, 0000155205",1030718.0,1劑/2 mL/軟管 × 10軟管/盒,"1劑/2 mL/軟管 × 10軟管/盒 × 1,080盒",10800,1020319,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,唯德不活化A型肝炎疫苗,"T3958, 0000194176/0000152703",1040627.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 1,767盒",17670,1020225,"AJ350353破損,補發AJ391285"
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA674BB, AROLA674B",1040331.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 17,470盒",17470,1020227,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA630AA, AROLA630A",1040131.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 16,960盒",16960,1020227,"8張破損(AJ374392,AJ375330,AJ375399,AJ381665,AJ381793,AJ384060,AJ384198及AJ386002)補發AJ391287-AJ391294共8張"
血液製劑類,天行貿易股份有限公司,凱銘斯免疫球蛋白注射液10%,26NLKK1,1040902.0,100 mL/瓶/盒,"100 mL/瓶/盒 × 1,234盒",1234,1020314,
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3193 C3,1040831.0,100 units/瓶/盒,"100 units/瓶/盒× 1,960盒",1960,1020205,
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3193 C3,1040831.0,100 units/瓶/盒,"100 units/瓶/盒 × 4,570盒",4570,1020205,
疫苗及類毒素類,賽諾菲股份有限公司,巴斯德三合一補追疫苗,"C4368AB, C4368A",1040531.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 10,030盒",10030,1020408,
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2M054,1030930.0,500 U/瓶/盒,"500 U/瓶/盒 × 2,656盒",2656,1020328,缺損AJ460259
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2M053,1030831.0,500 U/瓶/盒,500 U/瓶/盒 × 720盒,720,1020307,
血液製劑類,禾利行股份有限公司,立保B型肝炎抗體注射液,B793102,1030831.0,10 mL/瓶/盒,"10 mL/瓶/盒 × 1,986盒",1986,1020222,
血液製劑類,泛泰醫療產品有限公司,百特25%人體正常血清白蛋白注射劑,LA12E145AB,1030925.0,50 mL/瓶,"50 mL/瓶 × 12,463瓶",12463,1020205,AJ212409及AJ212561於封緘作業時毀損，補發AJ345587及AJ345588
疫苗及類毒素類,賽諾菲安萬特股份有限公司,白喉破傷風非細胞性百日咳、b型嗜血桿菌與不活化小兒麻痺混合疫苗,"J2212-1, J7004/J1136",1031130.0,1劑/盒,"1劑/盒 × 82,820盒",82820,1020219,"損壞封條號碼：AJ226,963、AJ231,225、AJ244,960、AJ246,971、AJ253,778、AJ264,661、AJ267,138、AJ271,827、AJ274,535、AJ291,082、AJ291,602、AJ297,624共12張。"
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,補施追安痺威疫苗,"AC39B045BF, AC39B045B",1031031.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 34,550盒",34550,1020415,"封條號碼AJ709830,AJ711143,AJ719911,AJ727259,AJ727268,AJ730012,AJ731334,AJ739730共8張損壞"
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJR71,1030117.0,1 mL/支/盒,"1 mL/支/盒 × 1,565盒",1565,1020220,
血液製劑類,天行貿易股份有限公司,抗RH因子球蛋白注射液,26NL871,1040404.0,1500 IU/支/盒,1500 IU/支/盒 × 580盒,580,1020220,
血液製劑類,天行貿易股份有限公司,破傷風預防注射劑 250 Units,26NL3V1,1040501.0,250 U/支/盒,250 U/支/盒 × 180盒,180,1020207,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NL402,1040306.0,0.5 mL/支/盒,"0.5 mL/支/盒 × 4,940盒",4940,1020220,"破損封條號碼:AJ311917,共1張"
疫苗及類毒素類,行政院衛生署疾病管制局,凍結乾燥卡介苗,BG0310201,1040116.0,30劑/1.5mg/瓶 × 10瓶/盒,30劑/1.5mg/瓶 × 10瓶/盒 × 624盒,187200,1020606,破損AK477662、AK477673、AK477690、AK477717、AK477747、AK477760、AK477838共3張，補發AJ914979～AJ914985
疫苗及類毒素類,行政院衛生署疾病管制局,凍結乾燥卡介苗,BG0310202,1040118.0,30劑/1.5mg/瓶 × 10瓶/盒,30劑/1.5mg/瓶 × 10瓶/盒 × 651盒,195300,1020408,
血液製劑類,泛泰醫療產品有限公司,百特25%人體正常血清白蛋白注射劑,LA12D187AA,1031122.0,50 mL/瓶,"50 mL/瓶 × 19,023瓶",19023,1020223,封條號碼AJ314190、AJ320058、AJ320059、AJ320075、AJ319276、AJ321748、AJ321749、AJ325989及AJ331112共9張封條壞損3月11日補發AJ411162~AJ411170
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","H021494, 0000170120",1040813.0,1 劑/0.5 mL/支 × 10 支/盒,"1 劑/0.5 mL/支 × 10 支/盒 × 5,009盒",50090,1020305,AJ387624、AJ388252及388488破損
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6,11,16,18型)基因重組疫苗〕","H021773, 0000170120",1040813.0,1 劑/0.5 mL/支/盒,1 劑/0.5 mL/支/盒 × 909盒,909,1020305,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NKC61,1030802.0,5 mL/瓶/盒,"5 mL/瓶/盒 × 2,488盒",2488,1020222,AJ348836破損共一張，補發AJ391286
其他生物藥品類,台灣愛力根藥品股份有限公司,愛力根保妥適乾粉注射劑,C3210 C3,1040831.0,100 units/瓶/盒,"100 units/瓶/盒 × 15,000盒",15000,1020318,
血液製劑類,台灣綠十字股份有限公司,基立福乾燥抗血友病第八因子注射劑250國際單位,B1AA2ABAC1,1030926.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 2,622盒",2622,1020329,
抗毒素及抗血清類,行政院衛生署疾病管制局,抗百步蛇毒血清凍晶注射劑,FA10201,1070130.0,1劑/瓶/盒,"1劑/瓶/盒 × 1,306盒",1306,1020409,
